timestamp,total_memory
1776236400,60440
1776236406,166176
1776236412,271912
1776236418,377648
1776236424,483384
1776236430,589120
1776236436,619566
1776236442,650012
1776236448,680458
1776236454,710904
1776236460,741350
1776236466,715955
1776236472,690560
1776236478,665166
1776236484,639771
1776236490,614376
1776236496,654718
1776236502,695061
1776236508,735403
1776236514,775746
1776236520,816088
1776236526,816306
1776236532,816523
1776236538,816741
1776236544,816958
1776236550,817176
1776236556,827571
1776236562,837967
1776236568,848362
1776236574,858758
1776236580,869153
1776236586,873062
1776236592,876972
1776236598,880881
1776236604,884791
1776236610,888700
1776236616,895973
1776236622,903246
1776236628,910520
1776236634,917793
1776236640,925066
1776236646,894172
1776236652,863278
1776236658,832383
1776236664,801489
1776236670,770595
1776236676,796987
1776236682,823380
1776236688,849772
1776236694,876165
1776236700,902557
1776236706,910705
1776236712,918853
1776236718,927001
1776236724,935149
1776236730,943297
1776236736,946918
1776236742,950538
1776236748,954159
1776236754,957779
1776236760,961400
1776236766,967078
1776236772,972756
1776236778,978434
1776236784,984112
1776236790,989790
1776236796,981628
1776236802,973466
1776236808,965305
1776236814,957143
1776236820,948981
1776236826,957385
1776236832,965788
1776236838,974192
1776236844,982595
1776236850,990999
1776236856,995545
1776236862,1000090
1776236868,1004636
1776236874,1009181
1776236880,1013727
1776236886,1012841
1776236892,1011955
1776236898,1011070
1776236904,1010184
1776236910,1009298
1776236916,1011176
1776236922,1013053
1776236928,1014931
1776236934,1016808
1776236940,1018686
1776236946,1023571
1776236952,1028456
1776236958,1033341
1776236964,1038226
1776236970,1043111
1776236976,1043573
1776236982,1044035
1776236988,1044497
1776236994,1044959
1776237000,1045421
1776237006,1048297
1776237012,1051173
1776237018,1054048
1776237024,1056924
1776237030,1059800
