timestamp,total_memory
1776236400,174081
1776236406,262964
1776236412,351847
1776236418,440731
1776236424,529614
1776236430,618497
1776236436,615051
1776236442,611605
1776236448,608158
1776236454,604712
1776236460,601266
1776236466,600797
1776236472,600329
1776236478,599860
1776236484,599392
1776236490,598923
1776236496,599576
1776236502,600228
1776236508,600881
1776236514,601533
1776236520,602186
1776236526,610756
1776236532,619327
1776236538,627897
1776236544,636468
1776236550,645038
1776236556,636818
1776236562,628599
1776236568,620379
1776236574,612160
1776236580,603940
1776236586,603331
1776236592,602722
1776236598,602114
1776236604,601505
1776236610,600896
1776236616,609540
1776236622,618183
1776236628,626827
1776236634,635470
1776236640,644114
1776236646,635718
1776236652,627322
1776236658,618926
1776236664,610530
1776236670,602134
1776236676,602594
1776236682,603054
1776236688,603514
1776236694,603974
1776236700,604434
1776236706,612680
1776236712,620925
1776236718,629171
1776236724,637416
1776236730,645662
1776236736,637004
1776236742,628345
1776236748,619687
1776236754,611028
1776236760,602370
1776236766,610736
1776236772,619101
1776236778,627467
1776236784,635832
1776236790,644198
1776236796,644032
1776236802,643865
1776236808,643699
1776236814,643532
1776236820,643366
1776236826,634716
1776236832,626065
1776236838,617415
1776236844,608764
1776236850,600114
1776236856,600163
1776236862,600212
1776236868,600260
1776236874,600309
1776236880,600358
1776236886,600782
1776236892,601206
1776236898,601630
1776236904,602054
1776236910,602478
1776236916,610607
1776236922,618737
1776236928,626866
1776236934,634996
1776236940,643125
1776236946,634784
1776236952,626442
1776236958,618101
1776236964,609759
1776236970,601418
1776236976,601911
1776236982,602404
1776236988,602897
1776236994,603390
1776237000,603883
1776237006,612022
1776237012,620160
1776237018,628299
1776237024,636437
1776237030,644576
