timestamp,total_memory
1776236400,159631
1776236406,362771
1776236412,565910
1776236418,720297
1776236424,721460
1776236430,722624
1776236436,726271
1776236442,732579
1776236448,738887
1776236454,745799
1776236460,752942
1776236466,760085
1776236472,769749
1776236478,779503
1776236484,790171
1776236490,804340
1776236496,818509
1776236502,834505
1776236508,852750
1776236514,870994
1776236520,862977
1776236526,843142
1776236532,823308
1776236538,839991
1776236544,859380
1776236550,877764
1776236556,891329
1776236562,904894
1776236568,906415
1776236574,890874
1776236580,875333
1776236586,885948
1776236592,910328
1776236598,934709
1776236604,931969
1776236610,926099
1776236616,919951
1776236622,912061
1776236628,904170
1776236634,896415
1776236640,888882
1776236646,881349
1776236652,896958
1776236658,926711
1776236664,956463
1776236670,951878
1776236676,941799
1776236682,932106
1776236688,925756
1776236694,919406
1776236700,926027
1776236706,957293
1776236712,988559
1776236718,999392
1776236724,995800
1776236730,992208
1776236736,977730
1776236742,960984
1776236748,947385
1776236754,976271
1776236760,1005156
1776236766,1023427
1776236772,1018110
1776236778,1012793
1776236784,1017835
1776236790,1031296
1776236796,1044756
1776236802,1048646
1776236808,1050040
1776236814,1051595
1776236820,1057688
1776236826,1063780
1776236832,1066316
1776236838,1059517
1776236844,1052718
1776236850,1054157
1776236856,1063285
1776236862,1072413
1776236868,1091357
1776236874,1113424
1776236880,1135492
1776236886,1111099
1776236892,1086705
1776236898,1067795
1776236904,1066117
1776236910,1064439
1776236916,1078825
1776236922,1110424
1776236928,1142022
1776236934,1136970
1776236940,1117955
1776236946,1098940
1776236952,1110059
1776236958,1122255
1776236964,1134124
1776236970,1144736
1776236976,1155349
1776236982,1166170
1776236988,1177248
1776236994,1188326
1776237000,1175903
1776237006,1152905
1776237012,1129906
1776237018,1126821
1776237024,1125211
1776237030,1131080
1776237036,1172846
1776237042,1214612
1776237048,1239486
1776237054,1240431
1776237060,1241376
1776237066,1228753
1776237072,1208990
1776237078,1189226
1776237084,1199561
1776237090,1213368
1776237096,1226177
1776237102,1232750
1776237108,1239323
1776237114,1248901
1776237120,1263395
1776237126,1277889
1776237132,1281046
1776237138,1277275
1776237144,1273503
1776237150,1274157
1776237156,1275518
1776237162,1277616
1776237168,1286095
1776237174,1294575
1776237180,1303871
1776237186,1314720
1776237192,1325569
1776237198,1321346
1776237204,1306483
1776237210,1291620
1776237216,1301369
1776237222,1316244
1776237228,1331180
1776237234,1346930
1776237240,1362680
1776237246,1367322
1776237252,1347278
1776237258,1327235
1776237264,1314720
1776237270,1308323
1776237276,1301926
1776237282,1322531
1776237288,1350181
1776237294,1377091
1776237300,1383274
1776237306,1389457
1776237312,1391622
1776237318,1383241
1776237324,1374860
1776237330,1375118
1776237336,1383438
1776237342,1391758
1776237348,1405565
1776237354,1421117
1776237360,1436670
