timestamp,total_memory,java_heap,native_heap,code,stack,graphics,cpu_usage
1777130882,547304,177936,97960,75176,2980,180824,0.0
1777130889,635974,47044,235444,76348,3272,259932,251.50284321689682
1777130895,661938,50860,235684,76348,3444,281612,187.9546809779368
1777130902,635287,36592,221260,76356,3444,283608,180.3477557622321
1777130908,664387,35416,297176,76364,3444,237924,215.05543668546974
1777130914,679839,39664,245512,76364,3448,300768,133.06419055308842
1777130921,701115,42868,262592,76360,3420,301764,174.5541975556001
1777130927,685151,30132,243368,76360,3424,318412,109.26829268292684
1777130933,672158,44212,253084,76364,3424,281592,120.72108567956248
1777130940,658579,35392,248312,76364,3424,281592,107.84871899145993
1777130946,649063,28768,244012,76364,3072,283384,103.75642546461053
1777130952,646927,28020,243344,76364,2460,283384,105.70719602977667
1777130959,645687,27248,242852,76364,2460,283384,102.59740259740259
1777130965,684779,27348,242928,76364,2460,322296,102.23486387647299
1777130971,687799,27500,243496,76364,2460,324472,110.45685279187818
1777130978,686879,27264,242804,76364,2460,324472,98.51172273190622
1777130984,646075,27356,242848,76364,2460,283512,109.06906906906909
1777130990,684619,27128,242692,76364,2460,322436,108.01550071384867
1777130997,645583,27084,242608,76364,2460,283524,99.13775817124524
1777131003,646159,27312,242976,76364,2436,283524,98.14963797264681
1777131009,684911,27028,243088,76364,2436,322436,97.86975045648204
1777131016,645663,26992,242788,76364,2436,283524,97.97242497972425
1777131022,648229,27144,243064,76364,2452,285572,99.43319838056681
1777131028,647001,27492,243508,76368,2456,283524,105.00102061645234
1777131035,649413,27708,243524,76368,2456,285700,105.07173166296222
1777131041,648549,27260,243108,76368,2456,285700,100.82945579607525
1777131047,648597,27036,243376,76368,2456,285700,99.53089944931675
1777131054,685437,27132,243252,76368,2456,322564,103.53327855382086
1777131060,685293,27012,243092,76368,2456,322692,102.2069244786394
1777131066,685265,26984,243088,76368,2456,322692,96.77811550151975
1777131072,687389,27032,243108,76368,2456,324740,96.4131994261119
1777131079,646385,27004,243088,76368,2456,283780,100.58907170424538
1777131085,685641,27008,243164,76360,2456,322948,100.24410089503661
1777131091,685981,27056,243444,76360,2456,322948,100.77456176110884
1777131098,646673,27348,236516,76360,2404,290344,103.67720135161996
1777131104,702969,26968,262492,76360,2392,321060,116.96284329563812
1777131111,647021,27148,245268,76360,2392,282148,94.95934959349593
1777131117,684117,26980,241320,76360,2392,323364,98.17739975698665
1777131123,684337,27080,241396,76360,2392,323396,97.81519342553618
1777131130,649913,26996,243668,76360,2392,286788,104.1658281344335
1777131136,647981,27036,243672,76360,2456,284740,99.02951079421668
1777131142,647945,27024,243644,76360,2456,284740,100.2409638554217
1777131149,646865,27024,240488,76364,2456,286788,101.46498093517961
1777131155,644813,27008,240500,76364,2456,284740,101.76220376747011
1777131161,683749,27024,240508,76364,2456,323652,97.39269955876453
1777131168,686017,26968,240780,76364,2456,325700,100.66545674531156
1777131174,684065,27060,240772,76364,2460,323652,100.66545674531156
1777131181,685889,27076,240532,76364,2460,325700,97.83938035059111
1777131187,683973,27172,240564,76364,2460,323652,98.93080492233206
1777131193,644773,27072,240376,76364,2460,284740,101.83578777486385
1777131200,647093,27144,240576,76364,2460,286788,101.0255379046853
1777131206,644697,27012,240364,76364,2460,284740,96.98431845597105
1777131212,647169,27132,240664,76364,2460,286788,97.00889248181083
1777131219,683661,27056,240368,76364,2460,323652,97.732379979571
1777131225,685693,27028,240384,76364,2460,325700,96.87688897844046
1777131231,646801,27040,240384,76364,2460,286788,96.68168783285539
1777131238,683693,27056,240384,76372,2460,323652,99.40924831941332
1777131244,644796,27072,240376,76372,2460,284740,94.72620731460901
1777131250,645068,27064,240648,76372,2460,284740,92.46312386340675
1777131257,647040,27044,240644,76372,2408,286788,96.99431356620633
1777131263,644990,27080,240660,76372,2408,284740,98.92210697579826
1777131269,646998,27180,240536,76372,2396,286788,97.00404858299595
1777131276,647014,27172,240560,76372,2396,286788,103.35624747270522
1777131282,685590,27024,240376,76372,2396,325700,99.33481152993349
1777131288,683814,27024,240648,76372,2396,323652,95.81130540870274
1777131294,645058,27104,240648,76372,2460,284740,97.41935483870968
1777131301,685778,27132,240380,76372,2460,325700,97.16012084592145
1777131307,644726,27052,240360,76372,2460,284740,95.27654420670166
