timestamp,total_memory
1756710000,214998
1756710006,346092
1756710012,477186
1756710018,608281
1756710024,739375
1756710030,870469
1756710036,882938
1756710042,895407
1756710048,907876
1756710054,920345
1756710060,932814
1756710066,926709
1756710072,920604
1756710078,914500
1756710084,908395
1756710090,902290
1756710096,880322
1756710102,858354
1756710108,836386
1756710114,814418
1756710120,792450
1756710126,793811
1756710132,795173
1756710138,796534
1756710144,797896
1756710150,799257
1756710156,798876
1756710162,798495
1756710168,798115
1756710174,797734
1756710180,797353
1756710186,805287
1756710192,813221
1756710198,821154
1756710204,829088
1756710210,837022
1756710216,838581
1756710222,840140
1756710228,841700
1756710234,843259
1756710240,844818
1756710246,839168
1756710252,833519
1756710258,827869
1756710264,822220
1756710270,816570
1756710276,818552
1756710282,820534
1756710288,822515
1756710294,824497
1756710300,826479
1756710306,825531
1756710312,824584
1756710318,823636
1756710324,822689
1756710330,821741
1756710336,825211
1756710342,828681
1756710348,832151
1756710354,835621
1756710360,839091
1756710366,837542
1756710372,835993
1756710378,834445
1756710384,832896
1756710390,831347
1756710396,828929
1756710402,826511
1756710408,824093
1756710414,821675
1756710420,819257
1756710426,823129
1756710432,827000
1756710438,830872
1756710444,834743
1756710450,838615
1756710456,834368
1756710462,830122
1756710468,825875
1756710474,821629
1756710480,817382
1756710486,818058
1756710492,818734
1756710498,819409
1756710504,820085
1756710510,820761
1756710516,823137
1756710522,825513
1756710528,827888
1756710534,830264
1756710540,832640
1756710546,834733
1756710552,836826
1756710558,838920
1756710564,841013
1756710570,843106
1756710576,839275
1756710582,835444
1756710588,831612
1756710594,827781
1756710600,823950
1756710606,825016
1756710612,826081
1756710618,827147
1756710624,828212
1756710630,829278
1756710636,828167
1756710642,827056
1756710648,825945
1756710654,824834
1756710660,823723
1756710666,825440
1756710672,827157
1756710678,828873
1756710684,830590
1756710690,832307
1756710696,834533
1756710702,836758
1756710708,838984
1756710714,841209
1756710720,843435
1756710726,840123
1756710732,836811
1756710738,833499
1756710744,830187
1756710750,826875
1756710756,830687
1756710762,834499
1756710768,838311
1756710774,842123
1756710780,845935
1756710786,845449
1756710792,844963
1756710798,844476
1756710804,843990
1756710810,843504
1756710816,842932
1756710822,842360
1756710828,841788
1756710834,841216
1756710840,840644
1756710846,843135
1756710852,845626
1756710858,848117
1756710864,850608
1756710870,853099
1756710876,855157
1756710882,857215
1756710888,859273
1756710894,861331
1756710900,863389
1756710906,859838
1756710912,856288
1756710918,852737
1756710924,849187
1756710930,845636
1756710936,846176
1756710942,846716
1756710948,847256
1756710954,847796
1756710960,848336
1756710966,851517
1756710972,854697
1756710978,857878
1756710984,861058
1756710990,864239
1756710996,862527
1756711002,860814
1756711008,859102
1756711014,857389
1756711020,855677
1756711026,859458
1756711032,863239
1756711038,867019
1756711044,870800
1756711050,874581
1756711056,872139
1756711062,869696
1756711068,867254
1756711074,864811
1756711080,862369
1756711086,863061
1756711092,863752
1756711098,864444
1756711104,865135
1756711110,865827
1756711116,867176
1756711122,868525
1756711128,869873
1756711134,871222
1756711140,872571
1756711146,876103
1756711152,879635
1756711158,883167
1756711164,886699
1756711170,890231
1756711176,888185
1756711182,886140
1756711188,884094
1756711194,882049
1756711200,880003
1756711206,880419
1756711212,880835
1756711218,881251
1756711224,881667
1756711230,882083
1756711236,883288
1756711242,884493
1756711248,885697
1756711254,886902
1756711260,888107
1756711266,887776
1756711272,887445
1756711278,887113
1756711284,886782
1756711290,886451
1756711296,892534
1756711302,898616
1756711308,904699
1756711314,910781
1756711320,916864
1756711326,908656
1756711332,900448
1756711338,892240
1756711344,884032
1756711350,875824
1756711356,872336
1756711362,868849
1756711368,865361
1756711374,861874
1756711380,858386
1756711386,857783
1756711392,857180
1756711398,856576
1756711404,855973
1756711410,855370
1756711416,856496
1756711422,857622
1756711428,858747
1756711434,859873
1756711440,860999
1756711446,860693
1756711452,860388
1756711458,860082
1756711464,859777
1756711470,859471
1756711476,860194
1756711482,860917
1756711488,861641
1756711494,862364
1756711500,863087
1756711506,864157
1756711512,865226
1756711518,866296
1756711524,867365
1756711530,868435
1756711536,864894
1756711542,861353
1756711548,857813
1756711554,854272
1756711560,850731
1756711566,852527
1756711572,854323
1756711578,856118
1756711584,857914
1756711590,859710
1756711596,860934
1756711602,862158
1756711608,863382
1756711614,864606
1756711620,865830
1756711626,867431
1756711632,869032
1756711638,870634
1756711644,872235
1756711650,873836
1756711656,874426
1756711662,875015
1756711668,875605
1756711674,876194
1756711680,876784
1756711686,875787
1756711692,874790
1756711698,873793
1756711704,872796
1756711710,871799
1756711716,872596
1756711722,873393
1756711728,874190
1756711734,874987
1756711740,875784
1756711746,877103
1756711752,878422
1756711758,879742
1756711764,881061
1756711770,882380
1756711776,883442
1756711782,884503
1756711788,885565
1756711794,886626
1756711800,887688
1756711806,893551
1756711812,899414
1756711818,905278
1756711824,911141
1756711830,917004
1756711836,910774
1756711842,904543
1756711848,898313
1756711854,892082
1756711860,885852
1756711866,886093
1756711872,886334
1756711878,886574
1756711884,886815
1756711890,887056
1756711896,896140
1756711902,905224
1756711908,914308
1756711914,923392
1756711920,932476
1756711926,934849
1756711932,937223
1756711938,939596
1756711944,941970
1756711950,944343
1756711956,934642
1756711962,924941
1756711968,915241
1756711974,905540
1756711980,895839
1756711986,895353
1756711992,894868
1756711998,894382
1756712004,893897
1756712010,893411
1756712016,902736
1756712022,912061
1756712028,921385
1756712034,930710
1756712040,940035
1756712046,931727
1756712052,923419
1756712058,915112
1756712064,906804
1756712070,898496
1756712076,900523
1756712082,902550
1756712088,904577
1756712094,906604
1756712100,908631
1756712106,910364
1756712112,912097
1756712118,913831
1756712124,915564
1756712130,917297
1756712136,918334
1756712142,919371
1756712148,920407
1756712154,921444
1756712160,922481
1756712166,920261
1756712172,918041
1756712178,915821
1756712184,913601
1756712190,911381
1756712196,910006
1756712202,908631
1756712208,907255
1756712214,905880
1756712220,904505
1756712226,909062
1756712232,913620
1756712238,918177
1756712244,922735
1756712250,927292
1756712256,930479
1756712262,933666
1756712268,936854
1756712274,940041
1756712280,943228
1756712286,945674
1756712292,948119
1756712298,950565
1756712304,953010
1756712310,955456
1756712316,950181
1756712322,944906
1756712328,939631
1756712334,934356
1756712340,929081
1756712346,925766
1756712352,922451
1756712358,919135
1756712364,915820
1756712370,912505
1756712376,911026
1756712382,909547
1756712388,908069
1756712394,906590
1756712400,905111
1756712406,909932
1756712412,914753
1756712418,919573
1756712424,924394
1756712430,929215
1756712436,922279
1756712442,915344
1756712448,908408
1756712454,901473
1756712460,894537
1756712466,901646
1756712472,908754
1756712478,915863
1756712484,922971
1756712490,930080
1756712496,926156
1756712502,922232
1756712508,918308
1756712514,914384
1756712520,910460
1756712526,910878
1756712532,911297
1756712538,911715
1756712544,912134
1756712550,912552
1756712556,916664
1756712562,920775
1756712568,924887
1756712574,928998
1756712580,933110
1756712586,931061
1756712592,929012
1756712598,926964
1756712604,924915
1756712610,922866
1756712616,924862
1756712622,926857
1756712628,928853
1756712634,930848
1756712640,932844
1756712646,938945
1756712652,945046
1756712658,951148
1756712664,957249
1756712670,963350
1756712676,958203
1756712682,953055
1756712688,947908
1756712694,942760
1756712700,937613
1756712706,938524
1756712712,939435
1756712718,940347
1756712724,941258
1756712730,942169
1756712736,935652
1756712742,929135
1756712748,922618
1756712754,916101
1756712760,909584
1756712766,911717
1756712772,913851
1756712778,915984
1756712784,918118
1756712790,920251
1756712796,923377
1756712802,926502
1756712808,929628
1756712814,932753
1756712820,935879
1756712826,941299
1756712832,946720
1756712838,952140
1756712844,957561
1756712850,962981
1756712856,954182
1756712862,945383
1756712868,936584
1756712874,927785
1756712880,918986
1756712886,917175
1756712892,915364
1756712898,913552
1756712904,911741
1756712910,909930
1756712916,910280
1756712922,910631
1756712928,910981
1756712934,911332
1756712940,911682
1756712946,915119
1756712952,918556
1756712958,921992
1756712964,925429
1756712970,928866
1756712976,925859
1756712982,922852
1756712988,919844
1756712994,916837
1756713000,913830
1756713006,913240
1756713012,912651
1756713018,912061
1756713024,911472
1756713030,910882
1756713036,911858
1756713042,912834
1756713048,913810
1756713054,914786
1756713060,915762
1756713066,916461
1756713072,917160
1756713078,917860
1756713084,918559
1756713090,919258
1756713096,919887
1756713102,920516
1756713108,921144
1756713114,921773
1756713120,922402
1756713126,925907
1756713132,929411
1756713138,932916
1756713144,936420
1756713150,939925
1756713156,937659
1756713162,935392
1756713168,933126
1756713174,930859
1756713180,928593
1756713186,926271
1756713192,923950
1756713198,921628
1756713204,919307
1756713210,916985
1756713216,918700
1756713222,920415
1756713228,922131
1756713234,923846
1756713240,925561
1756713246,928356
1756713252,931152
1756713258,933947
1756713264,936743
1756713270,939538
1756713276,937484
1756713282,935431
1756713288,933377
1756713294,931324
1756713300,929270
1756713306,932175
1756713312,935080
1756713318,937984
1756713324,940889
1756713330,943794
1756713336,941344
1756713342,938895
1756713348,936445
1756713354,933996
1756713360,931546
1756713366,934855
1756713372,938164
1756713378,941472
1756713384,944781
1756713390,948090
1756713396,948949
1756713402,949808
1756713408,950668
1756713414,951527
1756713420,952386
1756713426,948328
1756713432,944271
1756713438,940213
1756713444,936156
1756713450,932098
1756713456,933914
1756713462,935730
1756713468,937546
1756713474,939362
1756713480,941178
1756713486,941345
1756713492,941512
1756713498,941680
1756713504,941847
1756713510,942014
1756713516,941340
1756713522,940667
1756713528,939993
1756713534,939320
1756713540,938646
1756713546,940920
1756713552,943193
1756713558,945467
1756713564,947740
1756713570,950014
1756713576,947869
1756713582,945724
1756713588,943579
1756713594,941434
1756713600,939289
1756713606,939702
1756713612,940115
