timestamp,total_memory,java_heap,native_heap,code,stack,graphics,cpu_usage
1780075410,461602,100992,102868,87000,3224,151624,0.0
1780075422,561991,53120,206100,88636,3352,193788,160.37375238904227
1780075428,612907,29368,251076,88840,3376,222956,166.32807434622865
1780075440,637715,50868,250920,89000,3436,226168,172.2627737226277
1780075452,585327,43696,226376,89116,3492,205848,86.15384615384616
1780075464,760875,30812,407176,89108,3504,213388,164.3509666454217
1780075470,608767,44516,244884,89108,3392,209916,100.04290004290004
1780075482,723036,48172,357724,89112,3404,207652,129.43469785575047
1780075494,657876,51980,273708,89116,3424,222536,170.80227970188514
1780075499,699464,46340,330932,89116,3424,212528,118.28658404000869
1780075511,657384,55984,258220,89120,3404,233488,163.28312595503164
1780075523,641056,45012,267804,89120,3404,218512,129.0770901194354
1780075535,594509,45292,232548,89120,3416,206908,81.67174575533305
1780075541,638585,50180,244896,89184,3416,233664,146.8279227668152
1780075553,617465,46392,250516,89184,3416,210640,89.66545919454506
1780075565,734181,49676,365200,89240,3416,209332,119.95703544575724
1780075571,618729,48324,241312,89236,3416,219056,119.4499017681729
1780075583,668649,46224,297800,89236,3416,214548,108.79025239338556
1780075595,664701,58332,261956,89236,3420,234280,161.86568775642408
1780075601,713821,51956,335300,89244,3420,216384,115.29818496110632
1780075612,639417,54012,258836,89244,3400,216416,128.87642872546905
1780075624,648825,52792,251128,89244,3400,234728,149.213870342451
1780075636,632829,48440,264452,89248,3400,209688,85.69595894804361
1780075642,619465,54924,249692,89248,3400,204600,133.56311934510987
1780075654,621235,49912,249596,89248,3400,211548,111.76598995852433
1780075666,735763,52964,371004,89236,3400,201576,124.15862808145765
1780075672,600127,44752,240912,89236,3400,204224,94.60688758934373
1780075684,744615,54848,365620,89236,3400,213860,130.40860215053763
1780075696,641619,53440,258932,89248,3416,218792,132.61940458342258
1780075708,646315,52624,250100,89236,3416,233100,140.91008055736992
1780075714,631687,37812,274740,89236,3416,208588,157.76824034334766
1780075726,639003,60400,254624,89248,3444,213388,135.56733828207848
1780075738,620999,54468,252844,89248,3444,203020,93.29346433148227
1780075744,660999,59172,278780,89248,3444,212376,153.11572700296736
1780075756,598551,50724,234088,89248,3444,203044,93.7152629328773
1780075768,653938,39732,296804,89244,3444,206628,152.2679101314116
1780075780,627134,59220,249068,89244,3444,208076,128.43261512463033
1780075786,738734,56760,373044,89248,3444,198136,124.65960665658093
1780075798,650838,60920,276996,89236,3448,202104,158.69331614012467
1780075809,615946,52248,245324,89244,3448,207524,105.83387551507266
1780075815,663742,65308,259872,89248,3448,227692,148.8609750904833
1780075827,637506,54816,259564,89248,3448,212232,129.2791834998937
1780075839,599838,56356,234684,89252,3448,197872,82.30952897764271
1780075851,664722,63136,277280,89248,3448,213348,152.93118096856415
1780075857,611102,56576,251476,89248,3424,192100,91.81463837158942
1780075869,763826,60004,390760,89248,3424,202104,128.6240520043337
1780075881,647634,63184,273804,89248,3424,199656,153.6502546689304
1780075887,660194,62552,283524,89244,3424,203084,132.70708795900939
1780075899,661718,64120,261816,89244,3424,224852,135.58748943364327
1780075911,656090,56676,271380,89244,3424,217044,121.90145430866073
1780075917,636526,66272,255620,89244,3424,203684,135.56701030927834
1780075929,648134,56908,254084,89244,3424,226160,121.40213368168953
1780075941,621958,55732,252424,89256,3424,202640,79.58745165449076
1780075953,694058,64380,292672,89256,3424,225840,148.43581445523193
1780075959,627464,62800,250400,89256,3424,203072,100.27712641227883
1780075971,665468,69448,280084,89244,3424,204736,135.0959488272921
1780075983,657625,65564,255512,89244,3424,225316,145.6696239966202
1780075989,673369,68296,282000,89244,3448,211776,153.88578789179905
1780076001,637237,65540,255636,89244,3448,204772,134.66355338569306
1780076013,628069,59896,253488,89244,3448,203352,95.67430025445293
1780076025,633209,66956,259640,89244,3468,195236,126.3068783068783
1780076031,608989,58708,234592,89248,3468,204284,89.31116389548693
1780076043,797777,70364,412512,89244,3480,203436,150.7567682796845
1780076055,636441,66392,250384,89244,3488,208172,128.75133404482392
1780076061,711121,63560,346604,89244,3488,189444,109.73220117570214
1780076073,675037,72760,277660,89244,3488,213096,164.42348906986712
1780076085,629685,61980,250624,89248,3488,205548,100.42918454935624
1780076097,710841,66636,336096,89256,3488,196668,112.66375545851528
1780076103,650761,62268,276860,89256,3488,200188,128.0343716433942
1780076115,613553,63808,240072,89256,3488,198216,81.36460554371003
1780076127,675033,73604,290780,89260,3488,199172,150.85425015819447
1780076133,644425,63892,264828,89260,3488,204048,89.13412563667232
1780076145,772008,70136,401892,89244,3508,188256,146.92810457516342
1780076157,672864,70428,276708,89256,3508,213972,155.44388609715242
1780076163,656220,71332,264264,89256,3508,208856,129.4420600858369
1780076175,662028,70064,253924,89256,3484,226292,138.75476493011436
1780076187,646756,65472,266344,89256,3484,203160,88.37900998512853
1780076199,753676,69000,374784,89256,3464,198104,118.77803888058108
1780076205,651272,67512,253536,89256,3464,218424,110.47200878155871
1780076217,704956,68456,320688,89256,3464,204144,118.0299414189629
1780076229,681499,78640,265020,89256,3464,226176,148.62736752500533
1780076235,770615,73020,393536,89256,3464,192324,143.90715667311412
1780076247,632767,70728,253376,89256,3464,196988,129.78949606634063
1780076259,644467,66376,249868,89244,3464,216356,117.52665245202559
1780076271,636039,65820,255492,89244,3492,202772,89.41877794336811
1780076277,645319,73220,253564,89244,3492,206576,128.69860110216194
1780076289,708159,74584,329116,89244,3492,192476,113.2879045996593
1780076301,653819,74512,259856,89248,3492,207612,129.852045256745
1780076307,642771,74888,254400,89248,3492,201588,95.29461636286563
1780076319,687639,82484,278704,89248,3492,214552,166.96852091418714
1780076331,647135,74712,258008,89248,3468,202352,111.25374411638853
1780076343,758511,76316,372680,89248,3492,197400,128.8936627282492
1780076349,664747,74612,274452,89252,3492,203568,123.53189691592735
1780076361,659703,71260,286504,89248,3492,189796,99.7398091934085
1780076373,687563,85312,277064,89244,3492,213176,173.86826861188587
1780076379,655167,69820,268492,89244,3492,204820,99.11355002110595
1780076391,691503,85580,265216,89244,3492,228672,145.02329521389242
1780076403,673007,72332,277960,89244,3492,210656,130.5602716468591
1780076415,611491,73008,238184,89248,3492,188040,85.73853989813243
