timestamp,total_memory
1769932800,90641
1769932806,319470
1769932812,548298
1769932818,744469
1769932824,744695
1769932830,744922
1769932836,745894
1769932842,748730
1769932848,751567
1769932854,761901
1769932860,782232
1769932866,802562
1769932872,806147
1769932878,797174
1769932884,788201
1769932890,799567
1769932896,819069
1769932902,838571
1769932908,846911
1769932914,853390
1769932920,859869
1769932926,890460
1769932932,921052
1769932938,947392
1769932944,948227
1769932950,949061
1769932956,940073
1769932962,906530
1769932968,872987
1769932974,862389
1769932980,882384
1769932986,902380
1769932992,931465
1769932998,967369
1769933004,1003272
1769933010,1022725
1769933016,1035597
1769933022,1048470
1769933028,1036852
1769933034,1021153
1769933040,1005453
1769933046,985650
1769933052,965847
1769933058,953280
1769933064,984132
1769933070,1014984
1769933076,1028664
1769933082,999414
1769933088,970163
1769933094,966521
1769933100,997021
1769933106,1027521
1769933112,1036178
1769933118,1028453
1769933124,1020727
1769933130,1025241
1769933136,1034650
1769933142,1044060
1769933148,1059592
1769933154,1076144
1769933160,1092696
1769933166,1090282
1769933172,1087869
1769933178,1086252
1769933184,1089415
1769933190,1092578
1769933196,1095193
1769933202,1096440
1769933208,1097687
1769933214,1098112
1769933220,1097444
1769933226,1096776
1769933232,1104587
1769933238,1118759
1769933244,1132931
1769933250,1128371
1769933256,1116318
1769933262,1104265
1769933268,1101735
1769933274,1100793
1769933280,1099850
1769933286,1130708
1769933292,1161567
1769933298,1188397
1769933304,1191060
1769933310,1193723
1769933316,1189673
1769933322,1168843
1769933328,1148012
1769933334,1141565
1769933340,1154294
1769933346,1167024
1769933352,1173443
1769933358,1175131
1769933364,1176819
1769933370,1179576
1769933376,1182760
1769933382,1185945
1769933388,1188921
1769933394,1191863
1769933400,1194804
1769933406,1198841
1769933412,1202878
1769933418,1207660
1769933424,1216907
1769933430,1226153
1769933436,1227256
1769933442,1207999
1769933448,1188742
1769933454,1183392
1769933460,1196583
1769933466,1209775
1769933472,1208050
1769933478,1195138
1769933484,1182227
1769933490,1173494
1769933496,1166432
1769933502,1159371
1769933508,1176532
1769933514,1197731
1769933520,1218930
1769933526,1235978
1769933532,1253026
1769933538,1265077
1769933544,1247143
1769933550,1229210
1769933556,1215494
1769933562,1212321
1769933568,1209149
1769933574,1215349
1769933580,1234048
1769933586,1252746
1769933592,1265633
1769933598,1274163
1769933604,1282693
1769933610,1276192
1769933616,1263679
1769933622,1251166
1769933628,1251071
1769933634,1253045
1769933640,1255020
1769933646,1262472
1769933652,1269923
1769933658,1277394
1769933664,1284981
1769933670,1292568
1769933676,1300357
1769933682,1308647
1769933688,1316938
1769933694,1315085
1769933700,1299709
1769933706,1284333
1769933712,1272443
1769933718,1263169
1769933724,1253894
1769933730,1273464
1769933736,1304572
1769933742,1335680
1769933748,1344082
1769933754,1348700
1769933760,1353318
